FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
136695,27369757,41377128720,735161,109738659,110472816,189,3380,2401,8881970,32528541494,1
204081,21434524,3438905014,436881,929038815,929474254,660,3550,7797,9940553,16933714623,0
117785,82669262,76381876949,836510,497818562,498652988,231,9696,8131,5008022,59627119440,2
200211,80685471,20171709645,483005,173177938,173660557,1067,6134,4678,7300542,26628533172,0
111008,50890894,43592554978,240117,746199760,746437660,505,6149,6075,2333589,53239795031,1
132561,94131913,68054978306,742501,595086622,595828750,729,4279,2658,3709008,86365666068,2
159687,61949249,33143395172,384859,730642228,731024944,960,2649,3409,6832724,11100152404,0
133815,6344486,31692663282,367662,742317963,742683996,410,8750,2454,6788289,97224972981,1
173430,63811088,74858923352,106580,864784520,864887341,702,6278,1415,3058417,42525957884,1
113162,11116774,99085771213,528658,124192549,124719248,445,8903,5041,1447484,62124465450,2
152838,92984773,10441241233,222795,401289015,401508164,227,5496,9934,4731809,69821637869,1
185607,78131902,46721180272,729188,958981153,959707512,555,2658,2661,988345,2682773331,0
171939,24605120,20934525970,729557,713090295,713818881,642,2704,8910,4513348,59522381976,1
203172,77620484,15923605248,152262,200318947,200470979,415,1747,5215,6394266,84141820217,1
144901,55012274,44290951831,802076,930641105,931439752,704,4003,4411,1050517,60130143924,1
177417,60704283,60924673435,399702,547874293,548270092,892,2961,2656,4394671,74378788994,2
158010,77941654,21958870185,352876,656718541,657071048,832,2082,8790,3483186,18184790670,0
117886,61467153,1133113738,370504,695820138,696189415,518,5807,7826,1779951,11187043958,0
174200,75184747,52803260737,319775,962256808,962572591,66,5146,8053,7361718,19929222459,1
186559,90628143,20091027160,390476,607326846,607714979,888,1152,9294,392015,73054160644,1
141942,78073720,66845936612,574758,181899505,182471549,824,5642,287,1972135,85661215080,2
157419,78314715,16740985170,137072,346080329,346214196,601,7982,6121,5120130,79115792308,1
143634,95544993,82727375176,851225,882061671,882912511,408,4216,1510,825673,28833458877,1
163455,86989737,4127256451,284860,97899631,98182351,327,1675,702,9574204,28054997434,0
145326,4665879,10866145662,691836,47441662,48131487,795,4293,7650,5259657,59424178952,0
176566,57940406,29988631586,650331,763630146,764277484,688,9497,3420,9770847,68194983757,1
212222,90347979,9864378624,542930,957028287,957569323,1037,7583,576,3713704,51859190821,0
183636,30177069,22450978878,267190,589894515,590161333,344,5553,1595,2680848,9773544990,0
130069,50864085,73880761840,711430,876104986,876812865,433,6942,9246,7560408,7778553752,1
199979,23151523,13095541889,977398,604570343,605544259,383,5609,9024,3771025,45158301276,0
193304,7350174,11988566470,568682,243598676,244164182,523,4451,5194,8013057,42543675547,0
122309,87210781,6092143367,49289,913953441,914002138,560,8513,7064,3725497,96619411436,1
158730,69709898,2275521917,831001,753847281,754677398,184,7601,2500,6417159,50994864873,0
148499,80442269,37715964616,387854,487741709,488128107,904,9733,506,9336106,6285483326,0
165047,88280287,12819367749,21422,838698867,838717349,864,9101,6057,5109771,2676305443,0
157858,66970908,21971480007,421405,646174844,646593262,841,2396,4499,6220575,65989233512,1
165975,10159474,13650537331,165017,364864887,365027551,627,5087,1824,6440840,54078313573,0
203529,48854496,58864560844,931504,243532979,244461325,564,8054,5316,1817026,67578882238,1
115250,71520367,97228197785,81923,560495943,560576819,405,4453,2106,9116037,66691901896,2
171888,51788883,9906773086,490146,148358928,148845937,1029,1320,90,8570226,94863311772,1
123407,40253658,57601446307,183464,419898477,420078569,612,8954,5659,1290488,91529831988,2
114322,19860308,98475068269,347241,795604827,795951154,976,9187,6793,5089169,33565459497,1
204240,53609889,93766799598,944739,176760944,177703294,392,6068,8108,3511702,63545198689,2
123648,59013055,13849329851,111616,995401662,995510162,540,4868,8968,6300657,53173131113,0
173799,7754478,98706309795,573631,949812602,950384238,963,8565,1547,510430,8235428667,1
202068,65689543,42854872306,144922,15796288,15937628,869,9008,9919,1419159,69585414819,1
124587,26790655,99646487383,741137,973066964,973806680,403,8468,2714,2137204,44624973505,2
200888,55219989,53851431341,55471,123462396,123516750,596,9161,4593,6371515,92246670975,2
210532,83123785,71381463142,49184,317568880,317615242,370,9038,1244,2928737,80152956710,2
181240,45355046,69947147226,819292,865416277,866234407,477,4218,9980,1057195,12657116909,1
155367,58055982,64732967612,570743,314686827,315256641,381,4918,4275,8900156,34663109680,1
175966,31353876,61332514193,872891,22161888,23033055,147,3482,7759,2337156,32436423716,1
213213,31457119,97380653896,283523,801151125,801431841,272,4223,4356,731201,16835015608,1
139728,24358673,15210930349,348096,946662491,947010576,808,2582,8853,6700368,50124186887,0
187332,87761003,15445509688,685899,257928336,258611640,601,5610,7834,4062683,83442356721,1
183165,36603012,36646773141,259753,15552072,15809928,442,4794,9448,6446520,45833714137,1
191730,70314004,60534306501,45575,381171071,381216223,164,3433,7874,6780988,35788434403,1
158108,12504371,65736617383,752445,985316315,986064871,377,8948,9408,4366729,28469503740,1
155052,22185643,87325008518,546442,931135627,931678519,947,3947,41,1176536,77481470301,2
188144,33273182,8014253499,33284,904279424,904312558,183,4852,8245,1211938,89743576817,1
204503,93117274,16527816741,191647,30138148,30328077,975,3606,8476,2973526,39228692216,0
178169,58436046,19111464727,383060,18405282,18787396,888,1607,9087,2532060,67203609674,1
157742,39494584,75319293416,596087,213870008,214462794,684,2907,6502,7390520,82801806468,2
135225,18680658,89207764080,93347,35345163,35437745,288,8199,7694,995663,67695418379,2
127994,96188251,46283443731,598825,99447316,100045587,382,9596,2292,3744807,82458946727,1
147385,43334495,25794107469,343616,924384931,924726010,978,6708,4737,5154408,80927383378,1
207357,77893651,46338765072,319948,40941671,41261144,778,9979,6216,7501826,91825973109,2
145160,13283391,31174967006,558057,778535578,779092375,989,7484,3283,502668,29924002993,0
115208,16060349,53312623910,16275,376294115,376308678,407,5991,1878,1219127,72713017803,1
173329,2530760,16304001028,446763,471308890,471755512,787,2949,7654,1069634,61129976404,1
129709,77450335,93510993077,662518,700774012,701436253,725,6295,6614,8906349,32764854534,1
151810,39937210,92129786019,697820,312339071,313036475,879,6412,4272,5248486,85077657989,2
145730,89650672,56002051527,777985,815764021,816540572,280,6798,4531,8974745,39332502969,1
150441,83554273,17123102390,581264,314489694,315069424,551,7941,8887,542748,98306393511,1
197503,38179394,42586234692,282884,426520468,426801091,1011,3301,4338,3278050,50931104732,1
177241,35018426,89220429753,390531,644374976,644762269,453,4829,1085,7610309,50254068982,2
115380,56364419,57181012699,443028,655746482,656187714,586,4927,6001,8321568,32102715154,1
124236,12106263,2029327283,43648,501550754,501594396,269,4375,5515,3388000,27582479385,0
173576,78290651,84816348357,70685,312644951,312715041,945,2854,4288,6976912,64430458259,2
137058,56571235,53632741542,302801,260625360,260926420,244,9593,4161,5512949,36946208656,1
196369,7554166,19197031501,779961,59815310,60591531,255,4793,4188,7711884,51947291591,0
193152,93930769,99121794045,778294,898996195,899771101,441,7040,6365,3910857,23775092527,1
156922,83079161,88511233152,43119,369128058,369168085,127,5037,1211,6696085,55285505833,2
161362,58218328,10468026898,237098,794311970,794545512,316,2774,8317,2196174,14243280482,0
179571,16267545,9117128961,372392,447117222,447488882,265,4460,4775,8046079,74036795112,1
157019,72256690,58236372887,123403,486993598,487116156,436,1624,1755,3854319,91043722575,2
123621,77339743,83857719352,956479,442085135,443041435,249,9203,8142,9931891,46565770930,1
171602,19200100,83903025512,277181,569185598,569460096,85,5411,9943,6361597,9186222979,1
121356,81051094,16045398745,157196,165094347,165248499,386,2483,4469,5414146,12836853547,0
196642,37536372,8500232451,917151,763070290,763986375,643,1337,8558,8079361,26894673384,0
167055,60538697,43758752865,680779,14922252,15602936,89,8355,9452,521790,86128169774,1
166643,36122543,29674459183,534091,939393846,939924894,860,8313,6089,6227376,23088427277,0
169192,96012515,2031176866,533663,308481398,309012010,337,1200,7919,3406657,67713945147,0
193114,60144036,77982621827,486900,251456320,251943052,105,6124,7275,2644131,26593913805,1
120133,43619088,14976983307,473710,237430100,237902658,61,1312,5501,6562735,66858431649,1
165117,13320791,20900831883,653295,917679537,918331668,452,3396,5098,2714816,31365000276,0
171801,91792879,1173076030,284649,427773259,428055364,641,1427,6189,7273572,35540815695,0
163465,38554398,45716339768,880219,454720403,455598139,524,8876,6953,1006407,26519895863,1
143312,34373907,66312377580,344077,69123473,69466554,554,7602,5818,9659154,12142052557,1
121072,7372236,49906332314,36678,505608058,505643513,295,3776,8740,9398174,96135949552,2
143997,42587125,9400282813,310759,333694097,334001965,1001,1225,2800,308529,25523103117,0
193414,74234044,44467627258,822942,740639378,741458523,551,5458,1322,4914003,88991427014,1
134453,29330666,18326054252,375527,815357194,815732670,577,9697,2881,2778598,14747637128,0
195669,87428802,62157403805,21288,469843011,469861190,507,2334,2599,5071095,50135335498,1
145367,78959951,46110068449,484329,615935508,616417246,845,3880,6012,4960474,28006708546,1
178179,73719932,70523377968,789919,298011952,298798150,724,8101,7106,9952241,72674392496,2
178425,22710785,67228656591,474022,232989551,233462003,880,7823,4228,7390823,9701887056,1
192195,81571220,38950977087,93538,617527714,617619419,289,2757,9833,1234676,41130002089,1
171830,30172318,68293392380,765496,911390198,912153693,483,2865,1293,9359669,14875474935,1
117765,8173024,30333121883,83792,507876675,507959297,915,6528,3467,3995156,82385777535,1
134599,96768595,39598270552,977895,39797395,40773875,493,9288,5979,3154337,79448969847,1
176633,48491558,49261676537,506904,739917527,740423363,1021,8064,3156,1249953,45214769320,1
160662,1496173,43452577659,27103,702436702,702463408,150,4990,2476,9369765,90506639557,1
178699,8621044,71093690848,252512,157731239,157980991,495,6780,4242,7963439,91983332317,2
167994,22443400,12625429041,360077,759242673,759601521,743,8228,7366,5786847,41965887496,0
209019,59527353,84663301682,133659,477908115,478038438,264,5002,9932,3335298,62743124392,2
211090,11007987,32128329364,829902,929369677,930196404,538,9043,5376,1338071,23430932078,0
190296,36962301,90246716368,520595,837791421,838308616,316,3213,3749,1230284,65513821408,2
137327,42493382,46136129152,90757,321989829,322077105,358,1263,3608,2620161,11481560077,0
173141,43560059,89305173718,662615,645462812,646124030,248,2903,5961,226562,30583429805,1
197174,20800409,34683170814,786917,865215459,866000022,537,2962,8964,6241945,11288895940,0
197679,90160102,48893720466,576027,359508212,360081122,316,6773,528,7396256,82687039044,1
209253,80769020,18673790963,260634,636828275,637088111,812,4210,3412,2912655,11380166956,0
126522,53101924,72143547077,473137,183533880,184005613,917,6765,6976,6610530,75258518396,2
118072,18778233,10587751875,341870,795767926,796109551,201,6212,9900,6826319,80483594482,1
136064,49396767,69069245886,284660,646655467,646939132,91,8631,9042,5598548,42820657592,1
162927,27767084,31287307290,383657,731759250,732141892,801,3300,1420,7005582,43251723455,1
171382,27355383,41781618525,251176,904555451,904803616,851,4999,4003,2344026,77285642017,1
146048,26102040,71374237373,511949,299514053,300022653,177,9240,1571,5244988,36033943634,1
209325,16882140,79640210273,511996,222407864,222919232,305,3471,234,3506534,31301544101,1
179709,78915812,86500285474,689092,713141326,713829289,578,5530,6517,2189487,17154235318,1
210280,29540402,47611358709,997337,657165254,658161412,683,4134,1188,320539,76633363118,1
171452,29018225,59105856268,980142,201555155,202531609,479,4619,735,5753725,66307525140,1
192396,84209477,38085948494,721469,855365217,856084602,345,7048,2796,2831492,13018277019,0
195967,10531410,81181793666,924114,622224648,623145866,276,8890,686,3922966,63148098069,2
170463,20649612,78283446161,344424,758235072,758579164,70,7650,9267,145800,98309040857,2
149789,24776464,54552022743,486089,765657809,766143708,252,8757,6808,2985058,16569228830,1
128662,71799326,27652145888,530649,957528618,958056484,832,8394,1937,6204096,16092077098,0
183601,98135486,58021147736,716779,913515400,914230452,215,1844,4232,9143755,51010538581,1
192139,63472052,25612666291,326167,606836711,607160188,25,5894,4405,198076,89589742650,1
161323,62683086,93462500538,596488,324263584,324856418,550,2078,425,9139468,85036775715,2
125183,96179707,19537502852,662350,362026376,362685981,105,5408,9321,9644806,1795008242,0
132433,78099319,87508565643,117309,647657498,647771830,884,2313,2051,8520705,88360386530,2
148685,6927594,52369492466,386928,361119157,361503021,960,9243,4030,7101414,42617872040,1
161904,93908000,96851036919,150565,485889905,486039746,437,5552,2494,3981202,27960407125,1
114889,1298035,46974017523,289790,563380356,563668830,887,1147,2382,2365514,94427608009,2
166241,22764734,65543565305,548608,906002011,906548771,166,2940,6821,7928039,9768894777,1
173926,72644677,12677963710,351084,564178592,564529179,430,8346,9085,2947313,91286099219,1
134354,88660498,18525044063,974477,393083062,394054439,209,8629,3626,1684321,10074955555,0
163266,19647336,8074252835,354704,381519871,381874365,426,8104,8898,1150967,90829971823,1
167392,94860781,62047253510,131269,292537245,292667827,225,7238,3579,3226886,77342323651,2
161582,51227435,27371163366,321045,78863871,79182005,961,8084,9484,9352777,17725645410,0
159272,68929437,74243033484,101639,248537509,248637935,1021,3135,3356,1708761,29363516612,1
203426,50059833,71586795566,476691,923120539,923594069,786,9736,9843,9449537,19051716383,1
167212,28091063,1937105364,842888,459789690,460630980,320,1826,1044,2205872,13736524700,0
155311,19084818,9939284258,930615,719480176,720407657,889,6671,2625,6507738,68916360358,1
210678,89410666,5587408493,261003,974410458,974668105,760,9786,3395,1061499,39602299802,0
161023,62167317,91484890852,215682,25015806,25230148,215,1227,2321,1829297,50066850565,2
137965,9352473,98594421766,76069,824515186,824587373,626,9367,9714,7728183,61060399580,2
136394,47350879,30373511950,247334,524123475,524370139,868,1568,9422,8056800,74901343235,1
191626,97776117,50673390534,827004,949237554,950064382,237,5085,2322,736794,11958429270,0
148149,18329571,81039922995,432743,659079377,659511250,645,8479,4159,6630836,11589350289,1
